 Image node:22-alpine Pulling 
#7 44.10 Get:96 http://deb.debian.org/debian trixie/main arm64 libxdmcp6 arm64 1:1.1.5-1 [27.8 kB]
#7 44.10 Get:97 http://deb.debian.org/debian trixie/main arm64 libxcb1 arm64 1.17.0-2+b1 [143 kB]
#7 44.26 Get:98 http://deb.debian.org/debian trixie/main arm64 libx11-data all 2:1.8.12-1 [343 kB]
#7 44.29 Get:99 http://deb.debian.org/debian trixie/main arm64 libx11-6 arm64 2:1.8.12-1 [795 kB]
#7 44.35 Get:100 http://deb.debian.org/debian trixie/main arm64 libxcb-render0 arm64 1.17.0-2+b1 [115 kB]
#7 44.37 Get:101 http://deb.debian.org/debian trixie/main arm64 libxcb-shm0 arm64 1.17.0-2+b1 [105 kB]
#7 44.40 Get:102 http://deb.debian.org/debian trixie/main arm64 libxext6 arm64 2:1.3.4-1+b3 [49.2 kB]
#7 44.42 Get:103 http://deb.debian.org/debian trixie/main arm64 libxrender1 arm64 1:0.9.12-1 [27.0 kB]
#7 44.43 Get:104 http://deb.debian.org/debian trixie/main arm64 libcairo2 arm64 1.18.4-1+b1 [483 kB]
#7 44.69 Get:105 http://deb.debian.org/debian trixie/main arm64 libngtcp2-16 arm64 1.11.0-1+deb13u1 [121 kB]
#7 44.70 Get:106 http://deb.debian.org/debian trixie/main arm64 libngtcp2-crypto-gnutls8 arm64 1.11.0-1+deb13u1 [28.4 kB]
#7 44.72 Get:107 http://deb.debian.org/debian trixie/main arm64 libcurl3t64-gnutls arm64 8.14.1-2+deb13u3 [353 kB]
#7 44.92 Get:108 http://deb.debian.org/debian trixie/main arm64 libdeflate0 arm64 1.23-2 [42.4 kB]
#7 44.93 Get:109 http://deb.debian.org/debian trixie/main arm64 libffi-dev arm64 3.4.8-2 [57.2 kB]
#7 44.94 Get:110 http://deb.debian.org/debian trixie/main arm64 libgpgme11t64 arm64 1.24.2-3 [329 kB]
#7 45.03 Get:111 http://deb.debian.org/debian trixie/main arm64 libgpgmepp6t64 arm64 1.24.2-3 [328 kB]
#7 45.12 Get:112 http://deb.debian.org/debian trixie/main arm64 libjbig0 arm64 2.1-6.1+b2 [30.4 kB]
#7 45.12 Get:113 http://deb.debian.org/debian trixie/main arm64 libjpeg62-turbo arm64 1:2.1.5-4 [173 kB]
#7 45.12 Get:114 http://deb.debian.org/debian trixie/main arm64 liblcms2-2 arm64 2.16-2+deb13u2 [152 kB]
#7 45.18 Get:115 http://deb.debian.org/debian trixie/main arm64 liblerc4 arm64 4.0.0+ds-5 [146 kB]
#7 45.77 Get:116 http://deb.debian.org/debian trixie/main arm64 libnspr4 arm64 2:4.36-1 [102 kB]
#7 45.94 Get:117 http://deb.debian.org/debian-security trixie-security/main arm64 libnss3 arm64 2:3.110-1+deb13u2 [1293 kB]
#7 46.76 Get:118 http://deb.debian.org/debian-security trixie-security/main arm64 libopenjp2-7 arm64 2.5.3-2.1~deb13u2 [189 kB]
#7 46.76 Get:119 http://deb.debian.org/debian trixie/main arm64 libsharpyuv0 arm64 1.5.0-0.1 [114 kB]
#7 46.76 Get:120 http://deb.debian.org/debian trixie/main arm64 libwebp7 arm64 1.5.0-0.1 [271 kB]
#7 46.81 Get:121 http://deb.debian.org/debian trixie/main arm64 libtiff6 arm64 4.7.0-3+deb13u2 [325 kB]
#7 46.93 Get:122 http://deb.debian.org/debian-security trixie-security/main arm64 libpoppler147 arm64 25.03.0-5+deb13u3 [1912 kB]
#7 49.20 Get:123 http://deb.debian.org/debian-security trixie-security/main arm64 libpq5 arm64 17.10-0+deb13u1 [223 kB]
#7 49.99 Get:124 http://deb.debian.org/debian-security trixie-security/main arm64 libssl-dev arm64 3.5.6-1~deb13u2 [3393 kB]
#7 53.10 Get:125 http://deb.debian.org/debian-security trixie-security/main arm64 libpq-dev arm64 17.10-0+deb13u1 [151 kB]
#7 53.30 Get:126 http://deb.debian.org/debian-security trixie-security/main arm64 poppler-utils arm64 25.03.0-5+deb13u3 [192 kB]
#7 53.95 debconf: unable to initialize frontend: Dialog
#7 53.95 debconf: (TERM is not set, so the dialog frontend is not usable.)
#7 53.95 debconf: falling back to frontend: Readline
#7 53.95 debconf: unable to initialize frontend: Readline
#7 53.95 debconf: (Can't locate Term/ReadLine.pm in @INC (you may need to install the Term::ReadLine module) (@INC entries checked: /etc/perl /usr/local/lib/aarch64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib/aarch64-linux-gnu/perl5/5.40 /usr/share/perl5 /usr/lib/aarch64-linux-gnu/perl-base /usr/lib/aarch64-linux-gnu/perl/5.40 /usr/share/perl/5.40 /usr/local/lib/site_perl) at /usr/share/perl5/Debconf/FrontEnd/Readline.pm line 8, <STDIN> line 126.)
#7 53.95 debconf: falling back to frontend: Teletype
#7 53.95 debconf: unable to initialize frontend: Teletype
#7 53.95 debconf: (This frontend requires a controlling tty.)
#7 53.95 debconf: falling back to frontend: Noninteractive
#7 57.45 Preconfiguring packages ...
#7 57.51 Fetched 96.5 MB in 42s (2312 kB/s)
#7 57.52 Selecting previously unselected package libexpat1:arm64.
#7 57.52 (Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 5642 files and directories currently installed.)
#7 57.53 Preparing to unpack .../000-libexpat1_2.7.1-2_arm64.deb ...
#7 57.53 Unpacking libexpat1:arm64 (2.7.1-2) ...
#7 57.56 Selecting previously unselected package bzip2.
#7 57.56 Preparing to unpack .../001-bzip2_1.0.8-6_arm64.deb ...
#7 57.56 Unpacking bzip2 (1.0.8-6) ...
#7 57.58 Selecting previously unselected package perl-modules-5.40.
#7 57.58 Preparing to unpack .../002-perl-modules-5.40_5.40.1-6_all.deb ...
#7 57.58 Unpacking perl-modules-5.40 (5.40.1-6) ...
#7 57.90 Selecting previously unselected package libgdbm-compat4t64:arm64.
#7 57.90 Preparing to unpack .../003-libgdbm-compat4t64_1.24-2_arm64.deb ...
#7 57.90 Unpacking libgdbm-compat4t64:arm64 (1.24-2) ...
#7 57.92 Selecting previously unselected package libperl5.40:arm64.
#7 57.92 Preparing to unpack .../004-libperl5.40_5.40.1-6_arm64.deb ...
#7 57.92 Unpacking libperl5.40:arm64 (5.40.1-6) ...
#7 58.28 Selecting previously unselected package perl.
#7 58.28 Preparing to unpack .../005-perl_5.40.1-6_arm64.deb ...
#7 58.29 Unpacking perl (5.40.1-6) ...
#7 58.32 Selecting previously unselected package xz-utils.
#7 58.32 Preparing to unpack .../006-xz-utils_5.8.1-1_arm64.deb ...
#7 58.32 Unpacking xz-utils (5.8.1-1) ...
#7 58.38 Selecting previously unselected package libsframe1:arm64.
#7 58.38 Preparing to unpack .../007-libsframe1_2.44-3_arm64.deb ...
#7 58.38 Unpacking libsframe1:arm64 (2.44-3) ...
#7 58.40 Selecting previously unselected package binutils-common:arm64.
#7 58.40 Preparing to unpack .../008-binutils-common_2.44-3_arm64.deb ...
#7 58.41 Unpacking binutils-common:arm64 (2.44-3) ...
#7 58.64 Selecting previously unselected package libbinutils:arm64.
#7 58.64 Preparing to unpack .../009-libbinutils_2.44-3_arm64.deb ...
#7 58.64 Unpacking libbinutils:arm64 (2.44-3) ...
#7 58.72 Selecting previously unselected package libgprofng0:arm64.
#7 58.72 Preparing to unpack .../010-libgprofng0_2.44-3_arm64.deb ...
#7 58.72 Unpacking libgprofng0:arm64 (2.44-3) ...
#7 58.79 Selecting previously unselected package libctf-nobfd0:arm64.
#7 58.79 Preparing to unpack .../011-libctf-nobfd0_2.44-3_arm64.deb ...
#7 58.79 Unpacking libctf-nobfd0:arm64 (2.44-3) ...
#7 58.82 Selecting previously unselected package libctf0:arm64.
#7 58.82 Preparing to unpack .../012-libctf0_2.44-3_arm64.deb ...
#7 58.82 Unpacking libctf0:arm64 (2.44-3) ...
#7 58.85 Selecting previously unselected package libjansson4:arm64.
#7 58.85 Preparing to unpack .../013-libjansson4_2.14-2+b3_arm64.deb ...
#7 58.86 Unpacking libjansson4:arm64 (2.14-2+b3) ...
#7 58.87 Selecting previously unselected package binutils-aarch64-linux-gnu.
#7 58.87 Preparing to unpack .../014-binutils-aarch64-linux-gnu_2.44-3_arm64.deb ...
#7 58.88 Unpacking binutils-aarch64-linux-gnu (2.44-3) ...
#7 59.01 Selecting previously unselected package binutils.
#7 59.01 Preparing to unpack .../015-binutils_2.44-3_arm64.deb ...
#7 59.01 Unpacking binutils (2.44-3) ...
#7 59.05 Selecting previously unselected package libc-dev-bin.
#7 59.05 Preparing to unpack .../016-libc-dev-bin_2.41-12+deb13u3_arm64.deb ...
#7 59.05 Unpacking libc-dev-bin (2.41-12+deb13u3) ...
#7 59.07 Selecting previously unselected package linux-libc-dev.
#7 59.07 Preparing to unpack .../017-linux-libc-dev_6.12.90-2_all.deb ...
#7 59.08 Unpacking linux-libc-dev (6.12.90-2) ...
#7 59.27 Selecting previously unselected package libcrypt-dev:arm64.
#7 59.28 Preparing to unpack .../018-libcrypt-dev_1%3a4.4.38-1_arm64.deb ...
#7 59.28 Unpacking libcrypt-dev:arm64 (1:4.4.38-1) ...
#7 59.31 Selecting previously unselected package rpcsvc-proto.
#7 59.31 Preparing to unpack .../019-rpcsvc-proto_1.4.3-1+b1_arm64.deb ...
#7 59.31 Unpacking rpcsvc-proto (1.4.3-1+b1) ...
#7 59.33 Selecting previously unselected package libc6-dev:arm64.
#7 59.33 Preparing to unpack .../020-libc6-dev_2.41-12+deb13u3_arm64.deb ...
#7 59.33 Unpacking libc6-dev:arm64 (2.41-12+deb13u3) ...
#7 59.51 Selecting previously unselected package libisl23:arm64.
#7 59.51 Preparing to unpack .../021-libisl23_0.27-1_arm64.deb ...
#7 59.51 Unpacking libisl23:arm64 (0.27-1) ...
#7 59.57 Selecting previously unselected package libmpfr6:arm64.
#7 59.58 Preparing to unpack .../022-libmpfr6_4.2.2-1_arm64.deb ...
#7 59.58 Unpacking libmpfr6:arm64 (4.2.2-1) ...
#7 59.63 Selecting previously unselected package libmpc3:arm64.
#7 59.63 Preparing to unpack .../023-libmpc3_1.3.1-1+b3_arm64.deb ...
#7 59.63 Unpacking libmpc3:arm64 (1.3.1-1+b3) ...
#7 59.65 Selecting previously unselected package cpp-14-aarch64-linux-gnu.
#7 59.65 Preparing to unpack .../024-cpp-14-aarch64-linux-gnu_14.2.0-19_arm64.deb ...
#7 59.65 Unpacking cpp-14-aarch64-linux-gnu (14.2.0-19) ...
#7 60.29 Selecting previously unselected package cpp-14.
#7 60.29 Preparing to unpack .../025-cpp-14_14.2.0-19_arm64.deb ...
#7 60.29 Unpacking cpp-14 (14.2.0-19) ...
#7 60.33 Selecting previously unselected package cpp-aarch64-linux-gnu.
#7 60.33 Preparing to unpack .../026-cpp-aarch64-linux-gnu_4%3a14.2.0-1_arm64.deb ...
#7 60.34 Unpacking cpp-aarch64-linux-gnu (4:14.2.0-1) ...
#7 60.35 Selecting previously unselected package cpp.
#7 60.35 Preparing to unpack .../027-cpp_4%3a14.2.0-1_arm64.deb ...
#7 60.36 Unpacking cpp (4:14.2.0-1) ...
#7 60.37 Selecting previously unselected package libcc1-0:arm64.
#7 60.37 Preparing to unpack .../028-libcc1-0_14.2.0-19_arm64.deb ...
#7 60.37 Unpacking libcc1-0:arm64 (14.2.0-19) ...
#7 60.39 Selecting previously unselected package libgomp1:arm64.
#7 60.40 Preparing to unpack .../029-libgomp1_14.2.0-19_arm64.deb ...
#7 60.40 Unpacking libgomp1:arm64 (14.2.0-19) ...
#7 60.42 Selecting previously unselected package libitm1:arm64.
#7 60.42 Preparing to unpack .../030-libitm1_14.2.0-19_arm64.deb ...
#7 60.42 Unpacking libitm1:arm64 (14.2.0-19) ...
#7 60.44 Selecting previously unselected package libatomic1:arm64.
#7 60.44 Preparing to unpack .../031-libatomic1_14.2.0-19_arm64.deb ...
#7 60.44 Unpacking libatomic1:arm64 (14.2.0-19) ...
#7 60.46 Selecting previously unselected package libasan8:arm64.
#7 60.46 Preparing to unpack .../032-libasan8_14.2.0-19_arm64.deb ...
#7 60.46 Unpacking libasan8:arm64 (14.2.0-19) ...
#7 60.69 Selecting previously unselected package liblsan0:arm64.
#7 60.69 Preparing to unpack .../033-liblsan0_14.2.0-19_arm64.deb ...
#7 60.69 Unpacking liblsan0:arm64 (14.2.0-19) ...
#7 60.80 Selecting previously unselected package libtsan2:arm64.
#7 60.80 Preparing to unpack .../034-libtsan2_14.2.0-19_arm64.deb ...
#7 60.80 Unpacking libtsan2:arm64 (14.2.0-19) ...
#7 61.02 Selecting previously unselected package libubsan1:arm64.
#7 61.02 Preparing to unpack .../035-libubsan1_14.2.0-19_arm64.deb ...
#7 61.02 Unpacking libubsan1:arm64 (14.2.0-19) ...
#7 61.12 Selecting previously unselected package libhwasan0:arm64.
#7 61.12 Preparing to unpack .../036-libhwasan0_14.2.0-19_arm64.deb ...
#7 61.12 Unpacking libhwasan0:arm64 (14.2.0-19) ...
#7 61.25 Selecting previously unselected package libgcc-14-dev:arm64.
#7 61.25 Preparing to unpack .../037-libgcc-14-dev_14.2.0-19_arm64.deb ...
#7 61.25 Unpacking libgcc-14-dev:arm64 (14.2.0-19) ...
#7 61.45 Selecting previously unselected package gcc-14-aarch64-linux-gnu.
#7 61.45 Preparing to unpack .../038-gcc-14-aarch64-linux-gnu_14.2.0-19_arm64.deb ...
#7 61.45 Unpacking gcc-14-aarch64-linux-gnu (14.2.0-19) ...
#7 62.47 Selecting previously unselected package gcc-14.
#7 62.48 Preparing to unpack .../039-gcc-14_14.2.0-19_arm64.deb ...
#7 62.49 Unpacking gcc-14 (14.2.0-19) ...
#7 62.52 Selecting previously unselected package gcc-aarch64-linux-gnu.
#7 62.52 Preparing to unpack .../040-gcc-aarch64-linux-gnu_4%3a14.2.0-1_arm64.deb ...
#7 62.52 Unpacking gcc-aarch64-linux-gnu (4:14.2.0-1) ...
#7 62.54 Selecting previously unselected package gcc.
#7 62.54 Preparing to unpack .../041-gcc_4%3a14.2.0-1_arm64.deb ...
#7 62.54 Unpacking gcc (4:14.2.0-1) ...
#7 62.56 Selecting previously unselected package libstdc++-14-dev:arm64.
#7 62.56 Preparing to unpack .../042-libstdc++-14-dev_14.2.0-19_arm64.deb ...
#7 62.56 Unpacking libstdc++-14-dev:arm64 (14.2.0-19) ...
#7 62.80 Selecting previously unselected package g++-14-aarch64-linux-gnu.
#7 62.81 Preparing to unpack .../043-g++-14-aarch64-linux-gnu_14.2.0-19_arm64.deb ...
#7 62.81 Unpacking g++-14-aarch64-linux-gnu (14.2.0-19) ...
#7 63.52 Selecting previously unselected package g++-14.
#7 63.52 Preparing to unpack .../044-g++-14_14.2.0-19_arm64.deb ...
#7 63.52 Unpacking g++-14 (14.2.0-19) ...
#7 63.54 Selecting previously unselected package g++-aarch64-linux-gnu.
#7 63.54 Preparing to unpack .../045-g++-aarch64-linux-gnu_4%3a14.2.0-1_arm64.deb ...
#7 63.54 Unpacking g++-aarch64-linux-gnu (4:14.2.0-1) ...
#7 63.56 Selecting previously unselected package g++.
#7 63.56 Preparing to unpack .../046-g++_4%3a14.2.0-1_arm64.deb ...
#7 63.56 Unpacking g++ (4:14.2.0-1) ...
#7 63.57 Selecting previously unselected package make.
#7 63.57 Preparing to unpack .../047-make_4.4.1-2_arm64.deb ...
#7 63.58 Unpacking make (4.4.1-2) ...
#7 63.62 Selecting previously unselected package libdpkg-perl.
#7 63.62 Preparing to unpack .../048-libdpkg-perl_1.22.22_all.deb ...
#7 63.63 Unpacking libdpkg-perl (1.22.22) ...
#7 63.68 Selecting previously unselected package patch.
#7 63.68 Preparing to unpack .../049-patch_2.8-2_arm64.deb ...
#7 63.69 Unpacking patch (2.8-2) ...
#7 63.71 Selecting previously unselected package dpkg-dev.
#7 63.71 Preparing to unpack .../050-dpkg-dev_1.22.22_all.deb ...
#7 63.71 Unpacking dpkg-dev (1.22.22) ...
#7 63.81 Selecting previously unselected package build-essential.
#7 63.82 Preparing to unpack .../051-build-essential_12.12_arm64.deb ...
#7 63.82 Unpacking build-essential (12.12) ...
#7 63.83 Selecting previously unselected package libbrotli1:arm64.
#7 63.83 Preparing to unpack .../052-libbrotli1_1.1.0-2+b7_arm64.deb ...
#7 63.84 Unpacking libbrotli1:arm64 (1.1.0-2+b7) ...
#7 63.88 Selecting previously unselected package libkrb5support0:arm64.
#7 63.88 Preparing to unpack .../053-libkrb5support0_1.21.3-5+deb13u1_arm64.deb ...
#7 63.88 Unpacking libkrb5support0:arm64 (1.21.3-5+deb13u1) ...
#7 63.90 Selecting previously unselected package libcom-err2:arm64.
#7 63.90 Preparing to unpack .../054-libcom-err2_1.47.2-3+b11_arm64.deb ...
#7 63.90 Unpacking libcom-err2:arm64 (1.47.2-3+b11) ...
#7 63.92 Selecting previously unselected package libk5crypto3:arm64.
#7 63.92 Preparing to unpack .../055-libk5crypto3_1.21.3-5+deb13u1_arm64.deb ...
#7 63.92 Unpacking libk5crypto3:arm64 (1.21.3-5+deb13u1) ...
#7 63.95 Selecting previously unselected package libkeyutils1:arm64.
#7 63.95 Preparing to unpack .../056-libkeyutils1_1.6.3-6_arm64.deb ...
#7 63.95 Unpacking libkeyutils1:arm64 (1.6.3-6) ...
#7 63.97 Selecting previously unselected package libkrb5-3:arm64.
#7 63.97 Preparing to unpack .../057-libkrb5-3_1.21.3-5+deb13u1_arm64.deb ...
#7 63.97 Unpacking libkrb5-3:arm64 (1.21.3-5+deb13u1) ...
#7 64.02 Selecting previously unselected package libgssapi-krb5-2:arm64.
#7 64.02 Preparing to unpack .../058-libgssapi-krb5-2_1.21.3-5+deb13u1_arm64.deb ...
#7 64.02 Unpacking libgssapi-krb5-2:arm64 (1.21.3-5+deb13u1) ...
#7 64.05 Selecting previously unselected package libunistring5:arm64.
#7 64.05 Preparing to unpack .../059-libunistring5_1.3-2_arm64.deb ...
#7 64.05 Unpacking libunistring5:arm64 (1.3-2) ...
#7 64.11 Selecting previously unselected package libidn2-0:arm64.
#7 64.11 Preparing to unpack .../060-libidn2-0_2.3.8-2_arm64.deb ...
#7 64.12 Unpacking libidn2-0:arm64 (2.3.8-2) ...
#7 64.14 Selecting previously unselected package libsasl2-modules-db:arm64.
#7 64.14 Preparing to unpack .../061-libsasl2-modules-db_2.1.28+dfsg1-9_arm64.deb ...
#7 64.15 Unpacking libsasl2-modules-db:arm64 (2.1.28+dfsg1-9) ...
#7 64.18 Selecting previously unselected package libsasl2-2:arm64.
#7 64.18 Preparing to unpack .../062-libsasl2-2_2.1.28+dfsg1-9_arm64.deb ...
#7 64.18 Unpacking libsasl2-2:arm64 (2.1.28+dfsg1-9) ...
#7 64.20 Selecting previously unselected package libldap2:arm64.
#7 64.20 Preparing to unpack .../063-libldap2_2.6.10+dfsg-1_arm64.deb ...
#7 64.21 Unpacking libldap2:arm64 (2.6.10+dfsg-1) ...
#7 64.24 Selecting previously unselected package libnghttp2-14:arm64.
#7 64.24 Preparing to unpack .../064-libnghttp2-14_1.64.0-1.1+deb13u1_arm64.deb ...
#7 64.24 Unpacking libnghttp2-14:arm64 (1.64.0-1.1+deb13u1) ...
#7 64.26 Selecting previously unselected package libnghttp3-9:arm64.
#7 64.27 Preparing to unpack .../065-libnghttp3-9_1.8.0-1_arm64.deb ...
#7 64.27 Unpacking libnghttp3-9:arm64 (1.8.0-1) ...
#7 64.29 Selecting previously unselected package libpsl5t64:arm64.
#7 64.29 Preparing to unpack .../066-libpsl5t64_0.21.2-1.1+b1_arm64.deb ...
#7 64.29 Unpacking libpsl5t64:arm64 (0.21.2-1.1+b1) ...
#7 64.32 Selecting previously unselected package libp11-kit0:arm64.
#7 64.32 Preparing to unpack .../067-libp11-kit0_0.25.5-3_arm64.deb ...
#7 64.32 Unpacking libp11-kit0:arm64 (0.25.5-3) ...
#7 64.57 Selecting previously unselected package libtasn1-6:arm64.
#7 64.57 Preparing to unpack .../068-libtasn1-6_4.20.0-2_arm64.deb ...
#7 64.57 Unpacking libtasn1-6:arm64 (4.20.0-2) ...
#7 64.60 Selecting previously unselected package libgnutls30t64:arm64.
#7 64.60 Preparing to unpack .../069-libgnutls30t64_3.8.9-3+deb13u4_arm64.deb ...
#7 64.60 Unpacking libgnutls30t64:arm64 (3.8.9-3+deb13u4) ...
#7 64.70 Selecting previously unselected package librtmp1:arm64.
#7 64.70 Preparing to unpack .../070-librtmp1_2.4+20151223.gitfa8646d.1-2+b5_arm64.deb ...
#7 64.70 Unpacking librtmp1:arm64 (2.4+20151223.gitfa8646d.1-2+b5) ...
#7 64.72 Selecting previously unselected package libssh2-1t64:arm64.
#7 64.72 Preparing to unpack .../071-libssh2-1t64_1.11.1-1_arm64.deb ...
#7 64.73 Unpacking libssh2-1t64:arm64 (1.11.1-1) ...
#7 64.76 Selecting previously unselected package libcurl4t64:arm64.
#7 64.76 Preparing to unpack .../072-libcurl4t64_8.14.1-2+deb13u3_arm64.deb ...
#7 64.76 Unpacking libcurl4t64:arm64 (8.14.1-2+deb13u3) ...
#7 64.80 Selecting previously unselected package curl.
#7 64.80 Preparing to unpack .../073-curl_8.14.1-2+deb13u3_arm64.deb ...
#7 64.80 Unpacking curl (8.14.1-2+deb13u3) ...
#7 64.84 Selecting previously unselected package libgpg-error0:arm64.
#7 64.84 Preparing to unpack .../074-libgpg-error0_1.51-4_arm64.deb ...
#7 64.84 Unpacking libgpg-error0:arm64 (1.51-4) ...
#7 64.86 Selecting previously unselected package libassuan9:arm64.
#7 64.86 Preparing to unpack .../075-libassuan9_3.0.2-2_arm64.deb ...
#7 64.87 Unpacking libassuan9:arm64 (3.0.2-2) ...
#7 64.89 Selecting previously unselected package libgcrypt20:arm64.
#7 64.89 Preparing to unpack .../076-libgcrypt20_1.11.0-7+deb13u1_arm64.deb ...
#7 64.89 Unpacking libgcrypt20:arm64 (1.11.0-7+deb13u1) ...
#7 64.96 Selecting previously unselected package gpgconf.
#7 64.96 Preparing to unpack .../077-gpgconf_2.4.7-21+deb13u1+b3_arm64.deb ...
#7 64.96 Unpacking gpgconf (2.4.7-21+deb13u1+b3) ...
#7 64.99 Selecting previously unselected package libksba8:arm64.
#7 64.99 Preparing to unpack .../078-libksba8_1.6.7-2+b1_arm64.deb ...
#7 64.99 Unpacking libksba8:arm64 (1.6.7-2+b1) ...
#7 65.02 Selecting previously unselected package libnpth0t64:arm64.
#7 65.03 Preparing to unpack .../079-libnpth0t64_1.8-3_arm64.deb ...
#7 65.03 Unpacking libnpth0t64:arm64 (1.8-3) ...
#7 65.05 Selecting previously unselected package dirmngr.
#7 65.06 Preparing to unpack .../080-dirmngr_2.4.7-21+deb13u1+b3_arm64.deb ...
#7 65.07 Unpacking dirmngr (2.4.7-21+deb13u1+b3) ...
#7 65.11 Selecting previously unselected package fonts-dejavu-mono.
#7 65.11 Preparing to unpack .../081-fonts-dejavu-mono_2.37-8_all.deb ...
#7 65.11 Unpacking fonts-dejavu-mono (2.37-8) ...
#7 65.17 Selecting previously unselected package fonts-dejavu-core.
#7 65.17 Preparing to unpack .../082-fonts-dejavu-core_2.37-8_all.deb ...
#7 65.18 Unpacking fonts-dejavu-core (2.37-8) ...
#7 65.27 Selecting previously unselected package fontconfig-config.
#7 65.27 Preparing to unpack .../083-fontconfig-config_2.15.0-2.3_arm64.deb ...
#7 65.28 Unpacking fontconfig-config (2.15.0-2.3) ...
#7 65.31 Selecting previously unselected package gnupg-l10n.
#7 65.32 Preparing to unpack .../084-gnupg-l10n_2.4.7-21+deb13u1_all.deb ...
#7 65.32 Unpacking gnupg-l10n (2.4.7-21+deb13u1) ...
#7 65.40 Selecting previously unselected package gpg.
#7 65.40 Preparing to unpack .../085-gpg_2.4.7-21+deb13u1+b3_arm64.deb ...
#7 65.40 Unpacking gpg (2.4.7-21+deb13u1+b3) ...
#7 65.46 Selecting previously unselected package pinentry-curses.
#7 65.46 Preparing to unpack .../086-pinentry-curses_1.3.1-2_arm64.deb ...
#7 65.46 Unpacking pinentry-curses (1.3.1-2) ...
#7 65.48 Selecting previously unselected package gpg-agent.
#7 65.48 Preparing to unpack .../087-gpg-agent_2.4.7-21+deb13u1+b3_arm64.deb ...
#7 65.49 Unpacking gpg-agent (2.4.7-21+deb13u1+b3) ...
#7 65.52 Selecting previously unselected package gpgsm.
#7 65.52 Preparing to unpack .../088-gpgsm_2.4.7-21+deb13u1+b3_arm64.deb ...
#7 65.52 Unpacking gpgsm (2.4.7-21+deb13u1+b3) ...
#7 65.55 Selecting previously unselected package gnupg.
#7 65.56 Preparing to unpack .../089-gnupg_2.4.7-21+deb13u1_all.deb ...
#7 65.56 Unpacking gnupg (2.4.7-21+deb13u1) ...
#7 65.60 Selecting previously unselected package libpng16-16t64:arm64.
#7 65.60 Preparing to unpack .../090-libpng16-16t64_1.6.48-1+deb13u5_arm64.deb ...
#7 65.60 Unpacking libpng16-16t64:arm64 (1.6.48-1+deb13u5) ...
#7 65.63 Selecting previously unselected package libfreetype6:arm64.
#7 65.64 Preparing to unpack .../091-libfreetype6_2.13.3+dfsg-1+deb13u1_arm64.deb ...
#7 65.64 Unpacking libfreetype6:arm64 (2.13.3+dfsg-1+deb13u1) ...
#7 65.68 Selecting previously unselected package libfontconfig1:arm64.
#7 65.68 Preparing to unpack .../092-libfontconfig1_2.15.0-2.3_arm64.deb ...
#7 65.69 Unpacking libfontconfig1:arm64 (2.15.0-2.3) ...
#7 65.71 Selecting previously unselected package libpixman-1-0:arm64.
#7 65.71 Preparing to unpack .../093-libpixman-1-0_0.44.0-3_arm64.deb ...
#7 65.72 Unpacking libpixman-1-0:arm64 (0.44.0-3) ...
#7 65.74 Selecting previously unselected package libxau6:arm64.
#7 65.74 Preparing to unpack .../094-libxau6_1%3a1.0.11-1_arm64.deb ...
#7 65.75 Unpacking libxau6:arm64 (1:1.0.11-1) ...
#7 65.76 Selecting previously unselected package libxdmcp6:arm64.
#7 65.76 Preparing to unpack .../095-libxdmcp6_1%3a1.1.5-1_arm64.deb ...
#7 65.76 Unpacking libxdmcp6:arm64 (1:1.1.5-1) ...
#7 65.78 Selecting previously unselected package libxcb1:arm64.
#7 65.78 Preparing to unpack .../096-libxcb1_1.17.0-2+b1_arm64.deb ...
#7 65.78 Unpacking libxcb1:arm64 (1.17.0-2+b1) ...
#7 65.81 Selecting previously unselected package libx11-data.
#7 65.81 Preparing to unpack .../097-libx11-data_2%3a1.8.12-1_all.deb ...
#7 65.81 Unpacking libx11-data (2:1.8.12-1) ...
#7 65.85 Selecting previously unselected package libx11-6:arm64.
#7 65.85 Preparing to unpack .../098-libx11-6_2%3a1.8.12-1_arm64.deb ...
#7 65.85 Unpacking libx11-6:arm64 (2:1.8.12-1) ...
#7 65.92 Selecting previously unselected package libxcb-render0:arm64.
#7 65.92 Preparing to unpack .../099-libxcb-render0_1.17.0-2+b1_arm64.deb ...
#7 65.93 Unpacking libxcb-render0:arm64 (1.17.0-2+b1) ...
#7 65.95 Selecting previously unselected package libxcb-shm0:arm64.
#7 65.95 Preparing to unpack .../100-libxcb-shm0_1.17.0-2+b1_arm64.deb ...
#7 65.95 Unpacking libxcb-shm0:arm64 (1.17.0-2+b1) ...
#7 65.97 Selecting previously unselected package libxext6:arm64.
#7 65.98 Preparing to unpack .../101-libxext6_2%3a1.3.4-1+b3_arm64.deb ...
#7 65.98 Unpacking libxext6:arm64 (2:1.3.4-1+b3) ...
#7 66.00 Selecting previously unselected package libxrender1:arm64.
